縣市,鄉鎮市區,村里,102年宅數,102年比例
基隆市,中正區,德義里,60,16.09%
基隆市,中正區,正義里,119,17.67%
基隆市,中正區,信義里,70,15.46%
基隆市,中正區,義重里,101,16.46%
基隆市,中正區,港通里,132,17.94%
基隆市,中正區,中船里,122,14.80%
基隆市,中正區,正船里,84,17.82%
基隆市,中正區,入船里,92,19.68%
基隆市,中正區,中砂里,112,16.95%
基隆市,中正區,正砂里,206,15.54%
基隆市,中正區,真砂里,95,13.08%
基隆市,中正區,砂灣里,188,17.07%
基隆市,中正區,建國里,165,15.25%
基隆市,中正區,中濱里,115,17.55%
基隆市,中正區,海濱里,65,10.24%
基隆市,中正區,社寮里,103,13.06%
基隆市,中正區,和憲里,71,17.25%
基隆市,中正區,平寮里,86,14.92%
基隆市,中正區,八斗里,85,13.53%
基隆市,中正區,碧砂里,113,17.66%
基隆市,中正區,長潭里,30,16.22%
基隆市,中正區,砂子里,777,19.43%
基隆市,中正區,中正里,146,15.09%
基隆市,中正區,正濱里,95,13.34%
基隆市,中正區,新豐里,638,14.04%
基隆市,中正區,新富里,219,9.43%
基隆市,七堵區,長興里,149,8.88%
基隆市,七堵區,正光里,242,21.81%
基隆市,七堵區,富民里,119,7.62%
基隆市,七堵區,永平里,74,8.03%
基隆市,七堵區,永安里,89,9.00%
基隆市,七堵區,八德里,100,14.16%
基隆市,七堵區,自強里,172,33.01%
基隆市,七堵區,六堵里,161,14.73%
基隆市,七堵區,泰安里,277,12.27%
基隆市,七堵區,堵北里,117,7.75%
基隆市,七堵區,堵南里,116,11.29%
基隆市,七堵區,瑪南里,19,13.16%
基隆市,七堵區,瑪東里,20,16.47%
基隆市,七堵區,瑪西里,23,16.67%
基隆市,七堵區,友一里,141,11.09%
基隆市,七堵區,友二里,35,18.25%
基隆市,七堵區,正明里,68,7.25%
基隆市,七堵區,百福里,213,8.27%
基隆市,七堵區,實踐里,112,6.97%
基隆市,七堵區,長安里,169,12.94%
基隆市,暖暖區,八西里,67,9.68%
基隆市,暖暖區,八堵里,42,13.82%
