縣市,鄉鎮市區,村里,104年宅數,104年比例
臺北市,松山區,莊敬里,59,3.57%
臺北市,松山區,東榮里,77,3.21%
臺北市,松山區,三民里,115,4.66%
臺北市,松山區,新益里,55,3.58%
臺北市,松山區,富錦里,89,4.81%
臺北市,松山區,新東里,69,4.06%
臺北市,松山區,富泰里,138,7.39%
臺北市,松山區,介壽里,68,5.46%
臺北市,松山區,精忠里,61,4.28%
臺北市,松山區,東光里,162,6.28%
臺北市,松山區,龍田里,113,3.57%
臺北市,松山區,東昌里,32,4.06%
臺北市,松山區,東勢里,128,9.00%
臺北市,松山區,中華里,94,4.85%
臺北市,松山區,民有里,171,5.41%
臺北市,松山區,民福里,101,4.11%
臺北市,松山區,慈祐里,325,10.81%
臺北市,松山區,安平里,251,7.85%
臺北市,松山區,鵬程里,66,3.86%
臺北市,松山區,自強里,88,2.97%
臺北市,松山區,吉祥里,145,4.94%
臺北市,松山區,新聚里,196,6.69%
臺北市,松山區,復盛里,91,4.34%
臺北市,松山區,中正里,224,7.84%
臺北市,松山區,中崙里,153,11.03%
臺北市,松山區,美仁里,62,6.10%
臺北市,松山區,吉仁里,43,3.78%
臺北市,松山區,敦化里,77,4.20%
臺北市,松山區,復源里,34,3.47%
臺北市,松山區,復建里,88,6.08%
臺北市,松山區,復勢里,146,6.85%
臺北市,松山區,福成里,40,5.29%
臺北市,松山區,松基里,104,7.24%
臺北市,信義區,西村里,72,5.05%
臺北市,信義區,正和里,128,8.12%
臺北市,信義區,興隆里,39,3.51%
臺北市,信義區,中興里,128,7.90%
臺北市,信義區,新仁里,55,4.41%
臺北市,信義區,興雅里,122,5.86%
臺北市,信義區,敦厚里,182,8.29%
臺北市,信義區,廣居里,78,3.28%
臺北市,信義區,安康里,295,7.08%
臺北市,信義區,六藝里,55,5.23%
臺北市,信義區,雅祥里,205,10.64%
臺北市,信義區,五常里,58,4.65%
臺北市,信義區,五全里,55,3.16%
臺北市,信義區,永吉里,60,5.11%
臺北市,信義區,長春里,57,4.21%
臺北市,信義區,四育里,79,4.47%
臺北市,信義區,四維里,79,4.31%
臺北市,信義區,永春里,114,7.13%
臺北市,信義區,富台里,95,5.20%
臺北市,信義區,國業里,86,3.64%
臺北市,信義區,松隆里,38,5.95%
臺北市,信義區,松友里,97,5.00%
臺北市,信義區,松光里,75,4.29%
臺北市,信義區,中坡里,49,3.50%
臺北市,信義區,中行里,97,4.00%
臺北市,信義區,大道里,80,3.85%
臺北市,信義區,大仁里,49,3.44%
臺北市,信義區,景新里,96,4.88%
臺北市,信義區,惠安里,85,3.84%
臺北市,信義區,三張里,124,4.01%
臺北市,信義區,三犁里,90,4.16%
臺北市,信義區,六合里,164,6.56%
臺北市,信義區,泰和里,183,6.74%
臺北市,信義區,景聯里,95,5.82%
臺北市,信義區,景勤里,64,4.69%
臺北市,信義區,雙和里,127,4.77%
