縣市,鄉鎮市區,村里,105年宅數,105年比例
高雄市,鹽埕區,藍橋里,86,13.25%
高雄市,鹽埕區,慈愛里,21,11.76%
高雄市,鹽埕區,博愛里,34,11.72%
高雄市,鹽埕區,壽星里,229,20.10%
高雄市,鹽埕區,中山里,64,12.50%
高雄市,鹽埕區,教仁里,83,8.79%
高雄市,鹽埕區,新樂里,54,12.69%
高雄市,鹽埕區,中原里,22,8.44%
高雄市,鹽埕區,光明里,116,15.38%
高雄市,鹽埕區,育仁里,49,12.22%
高雄市,鹽埕區,河濱里,99,12.60%
高雄市,鹽埕區,沙地里,34,11.54%
高雄市,鹽埕區,南端里,87,14.89%
高雄市,鹽埕區,港都里,92,12.97%
高雄市,鹽埕區,江西里,52,12.19%
高雄市,鹽埕區,新豐里,50,11.62%
高雄市,鹽埕區,府北里,454,25.88%
高雄市,鹽埕區,陸橋里,35,6.76%
高雄市,鹽埕區,瀨南里,37,14.35%
高雄市,鹽埕區,新化里,17,7.17%
高雄市,鹽埕區,江南里,27,10.90%
高雄市,鼓山區,鼓峰里,68,7.44%
高雄市,鼓山區,雄峰里,88,8.54%
高雄市,鼓山區,前峰里,179,9.38%
高雄市,鼓山區,光榮里,204,14.40%
高雄市,鼓山區,民族里,50,9.52%
高雄市,鼓山區,內惟里,58,13.53%
高雄市,鼓山區,建國里,91,10.01%
高雄市,鼓山區,忠正里,130,7.78%
高雄市,鼓山區,自強里,6,7.50%
高雄市,鼓山區,龍井里,74,13.69%
高雄市,鼓山區,正德里,103,12.18%
高雄市,鼓山區,平和里,103,7.32%
高雄市,鼓山區,民強里,57,5.89%
高雄市,鼓山區,厚生里,117,8.50%
高雄市,鼓山區,龍子里,1338,14.15%
高雄市,鼓山區,龍水里,2246,16.29%
高雄市,鼓山區,明誠里,993,10.65%
高雄市,鼓山區,華豐里,149,7.94%
高雄市,鼓山區,裕興里,144,9.36%
高雄市,鼓山區,裕豐里,115,9.45%
高雄市,鼓山區,鼓岩里,59,11.47%
高雄市,鼓山區,樹德里,30,7.28%
高雄市,鼓山區,寶樹里,42,11.15%
高雄市,鼓山區,興宗里,49,8.52%
高雄市,鼓山區,光化里,50,9.44%
高雄市,鼓山區,山下里,64,8.42%
高雄市,鼓山區,河邊里,59,9.98%
高雄市,鼓山區,綠川里,64,10.56%
高雄市,鼓山區,登山里,48,16.74%
高雄市,鼓山區,峰南里,42,12.60%
高雄市,鼓山區,麗興里,95,20.10%
高雄市,鼓山區,新民里,28,7.79%
高雄市,鼓山區,延平里,26,8.96%
高雄市,鼓山區,維生里,120,20.11%
高雄市,鼓山區,惠安里,56,11.19%
高雄市,鼓山區,壽山里,46,8.28%
高雄市,鼓山區,哨船頭里,69,13.44%
高雄市,鼓山區,桃源里,35,22.89%
高雄市,左營區,進學里,94,13.07%
高雄市,左營區,尾西里,67,14.04%
高雄市,左營區,頂北里,49,18.58%
高雄市,左營區,中北里,74,14.33%
高雄市,左營區,中南里,12,26.67%
高雄市,左營區,廟東里,44,11.78%
高雄市,左營區,廟北里,65,14.37%
高雄市,左營區,尾南里,48,14.07%
高雄市,左營區,尾北里,223,14.11%
高雄市,左營區,屏山里,85,13.16%
高雄市,左營區,祥和里,15,8.16%
高雄市,左營區,永清里,4,7.14%
高雄市,左營區,莒光里,71,9.36%
高雄市,左營區,光輝里,146,12.37%
高雄市,左營區,合群里,173,14.72%
高雄市,左營區,明建里,55,15.14%
高雄市,左營區,頂西里,75,16.89%
高雄市,左營區,聖后里,45,18.46%
高雄市,左營區,聖西里,37,24.55%
高雄市,左營區,聖南里,86,12.16%
高雄市,左營區,城南里,20,11.51%
高雄市,左營區,路東里,41,12.77%
高雄市,左營區,?北里,35,16.28%
高雄市,左營區,?南里,46,13.33%
高雄市,左營區,埤西里,10,14.63%
高雄市,左營區,埤北里,55,13.02%
高雄市,左營區,埤東里,51,12.50%
高雄市,左營區,海勝里,111,4.37%
高雄市,左營區,崇實里,173,8.45%
高雄市,左營區,自助里,21,11.32%
高雄市,左營區,果貿里,117,7.20%
高雄市,左營區,果惠里,55,7.25%
高雄市,左營區,果峰里,58,7.32%
高雄市,左營區,新下里,829,12.03%
高雄市,左營區,新上里,1194,9.04%
高雄市,左營區,新中里,120,6.12%
高雄市,左營區,新光里,505,7.90%
高雄市,左營區,菜公里,1035,7.97%
高雄市,左營區,福山里,1753,10.16%
高雄市,楠梓區,清豐里,1226,11.92%
高雄市,楠梓區,東寧里,248,12.61%
高雄市,楠梓區,五常里,352,11.36%
高雄市,楠梓區,享平里,130,9.57%
高雄市,楠梓區,中陽里,137,9.70%
高雄市,楠梓區,惠楠里,84,7.17%
高雄市,楠梓區,惠民里,206,11.73%
高雄市,楠梓區,惠豐里,166,6.66%
高雄市,楠梓區,錦屏里,126,10.79%
高雄市,楠梓區,玉屏里,54,7.46%
高雄市,楠梓區,金田里,446,33.93%
高雄市,楠梓區,稔田里,88,16.84%
高雄市,楠梓區,瑞屏里,229,14.01%
高雄市,楠梓區,翠屏里,1032,12.46%
高雄市,楠梓區,宏南里,111,14.17%
高雄市,楠梓區,宏毅里,0,0.00%
高雄市,楠梓區,宏榮里,86,7.88%
高雄市,楠梓區,廣昌里,84,7.17%
高雄市,楠梓區,久昌里,202,15.10%
高雄市,楠梓區,大昌里,93,10.19%
高雄市,楠梓區,福昌里,70,8.85%
高雄市,楠梓區,盛昌里,128,6.35%
高雄市,楠梓區,泰昌里,60,9.70%
高雄市,楠梓區,興昌里,161,8.80%
高雄市,楠梓區,建昌里,130,10.56%
高雄市,楠梓區,宏昌里,129,9.00%
高雄市,楠梓區,和昌里,72,7.69%
高雄市,楠梓區,慶昌里,131,9.65%
高雄市,楠梓區,隆昌里,100,6.66%
高雄市,楠梓區,秀昌里,111,10.88%
高雄市,楠梓區,裕昌里,211,10.16%
高雄市,楠梓區,國昌里,92,6.74%
高雄市,楠梓區,加昌里,363,8.98%
高雄市,楠梓區,仁昌里,286,9.75%
高雄市,楠梓區,藍田里,962,22.81%
高雄市,楠梓區,中興里,54,8.86%
高雄市,楠梓區,中和里,460,29.73%
高雄市,三民區,安東里,197,11.26%
高雄市,三民區,安和里,139,11.84%
高雄市,三民區,達德里,43,7.66%
高雄市,三民區,達明里,35,5.48%
高雄市,三民區,達仁里,50,7.35%
高雄市,三民區,達勇里,59,12.04%
高雄市,三民區,同德里,174,12.72%
高雄市,三民區,德智里,54,5.61%
高雄市,三民區,德仁里,107,10.24%
高雄市,三民區,安生里,49,7.11%
高雄市,三民區,德東里,22,6.25%
高雄市,三民區,德行里,33,7.48%
高雄市,三民區,精華里,108,13.23%
高雄市,三民區,民享里,63,7.36%
高雄市,三民區,安宜里,109,9.22%
高雄市,三民區,安泰里,181,9.75%
高雄市,三民區,安邦里,170,10.65%
高雄市,三民區,十全里,62,8.99%
高雄市,三民區,十美里,72,8.78%
高雄市,三民區,德北里,109,12.31%
高雄市,三民區,立誠里,46,11.81%
高雄市,三民區,立業里,47,10.49%
高雄市,三民區,港東里,216,18.32%
高雄市,三民區,港新里,87,10.97%
高雄市,三民區,港西里,271,30.50%
高雄市,三民區,博愛里,167,15.53%
高雄市,三民區,博惠里,231,12.00%
高雄市,三民區,長明里,118,17.22%
高雄市,三民區,建東里,234,17.36%
高雄市,三民區,興德里,162,15.37%
高雄市,三民區,鳳南里,44,11.78%
高雄市,三民區,鳳北里,72,10.84%
高雄市,三民區,德西里,50,14.50%
高雄市,三民區,豐裕里,108,10.29%
高雄市,三民區,川東里,39,7.20%
高雄市,三民區,裕民里,54,9.24%
高雄市,三民區,力行里,43,9.62%
高雄市,三民區,千歲里,56,10.27%
高雄市,三民區,立德里,49,8.30%
高雄市,三民區,千北里,31,7.20%
高雄市,三民區,千秋里,68,7.43%
高雄市,三民區,鼎金里,98,6.23%
高雄市,三民區,鼎盛里,269,8.21%
高雄市,三民區,鼎強里,132,8.14%
高雄市,三民區,鼎力里,272,15.09%
高雄市,三民區,鼎西里,211,6.38%
高雄市,三民區,鼎中里,170,12.11%
高雄市,三民區,鼎泰里,672,6.91%
高雄市,三民區,本館里,329,8.51%
高雄市,三民區,本和里,205,6.96%
高雄市,三民區,本文里,74,8.91%
高雄市,三民區,本武里,45,6.58%
高雄市,三民區,本元里,166,8.62%
高雄市,三民區,本安里,116,7.49%
高雄市,三民區,本上里,111,6.74%
高雄市,三民區,本揚里,290,10.04%
高雄市,三民區,寶獅里,139,8.56%
高雄市,三民區,寶德里,265,11.68%
高雄市,三民區,寶泰里,154,7.29%
高雄市,三民區,寶興里,321,10.02%
高雄市,三民區,寶中里,71,6.11%
高雄市,三民區,寶華里,106,8.04%
高雄市,三民區,寶國里,228,6.95%
高雄市,三民區,寶民里,111,8.18%
高雄市,三民區,寶慶里,95,8.76%
高雄市,三民區,寶業里,273,10.91%
高雄市,三民區,寶盛里,186,8.15%
高雄市,三民區,寶安里,338,9.60%
高雄市,三民區,寶龍里,137,8.17%
高雄市,三民區,寶珠里,167,7.27%
高雄市,三民區,寶玉里,303,8.30%
高雄市,三民區,灣子里,116,6.33%
高雄市,三民區,灣愛里,97,7.01%
高雄市,三民區,灣中里,313,10.78%
高雄市,三民區,灣華里,93,6.90%
高雄市,三民區,灣勝里,54,7.19%
高雄市,三民區,灣利里,93,6.88%
高雄市,三民區,灣復里,179,8.68%
高雄市,三民區,正興里,358,6.61%
高雄市,三民區,正順里,134,7.56%
高雄市,三民區,灣興里,105,14.33%
高雄市,三民區,灣成里,36,4.25%
高雄市,三民區,安康里,97,8.12%
高雄市,三民區,安寧里,50,6.28%
高雄市,三民區,安吉里,271,10.77%
高雄市,三民區,安發里,214,10.33%
高雄市,新興區,浩然里,188,17.80%
高雄市,新興區,振成里,153,20.49%
高雄市,新興區,德生里,164,9.82%
高雄市,新興區,振華里,74,11.09%
高雄市,新興區,正氣里,72,9.65%
高雄市,新興區,德政里,52,12.85%
高雄市,新興區,仁聲里,116,13.78%
高雄市,新興區,德望里,127,12.28%
高雄市,新興區,華聲里,86,15.02%
高雄市,新興區,蕉園里,40,10.80%
高雄市,新興區,永寧里,118,14.67%
高雄市,新興區,玉衡里,86,15.21%
高雄市,新興區,順昌里,116,12.28%
高雄市,新興區,文昌里,145,10.18%
高雄市,新興區,光耀里,111,10.55%
高雄市,新興區,興昌里,111,14.01%
高雄市,新興區,開平里,163,10.30%
高雄市,新興區,成功里,240,26.37%
高雄市,新興區,新江里,107,13.93%
高雄市,新興區,黎明里,69,11.56%
高雄市,新興區,愛平里,91,14.41%
高雄市,新興區,南港里,210,17.96%
高雄市,新興區,中東里,145,10.76%
高雄市,新興區,明莊里,147,29.73%
高雄市,新興區,大明里,92,13.89%
高雄市,新興區,秋山里,239,28.63%
高雄市,新興區,長驛里,90,12.67%
高雄市,新興區,建興里,92,15.46%
高雄市,新興區,建華里,99,15.36%
高雄市,新興區,漢民里,51,12.47%
高雄市,新興區,榮治里,36,8.99%
高雄市,新興區,東坡里,81,12.05%
高雄市,前金區,三川里,68,15.97%
高雄市,前金區,草江里,84,14.08%
高雄市,前金區,長城里,105,13.62%
高雄市,前金區,北金里,64,10.93%
高雄市,前金區,東金里,117,16.80%
高雄市,前金區,新生里,256,11.99%
高雄市,前金區,後金里,41,12.46%
高雄市,前金區,長興里,137,14.25%
高雄市,前金區,青山里,179,15.27%
高雄市,前金區,民生里,78,16.74%
高雄市,前金區,復元里,57,11.39%
高雄市,前金區,林投里,36,11.28%
高雄市,前金區,國民里,158,23.21%
高雄市,前金區,社東里,99,11.68%
高雄市,前金區,社西里,83,10.89%
高雄市,前金區,博孝里,109,16.69%
高雄市,前金區,長生里,157,15.68%
高雄市,前金區,榮復里,120,17.74%
高雄市,前金區,文西里,120,20.13%
高雄市,前金區,文東里,88,10.52%
高雄市,苓雅區,博仁里,62,14.62%
高雄市,苓雅區,苓洲里,189,15.68%
高雄市,苓雅區,苓昇里,56,9.28%
高雄市,苓雅區,苓中里,114,13.87%
高雄市,苓雅區,苓雅里,80,9.94%
高雄市,苓雅區,苓東里,122,14.14%
高雄市,苓雅區,城北里,172,17.97%
高雄市,苓雅區,城西里,41,15.06%
高雄市,苓雅區,城東里,113,9.40%
高雄市,苓雅區,意誠里,457,14.12%
高雄市,苓雅區,鼓中里,25,6.94%
高雄市,苓雅區,田西里,109,15.01%
高雄市,苓雅區,人和里,155,13.72%
高雄市,苓雅區,仁政里,75,11.68%
高雄市,苓雅區,廣澤里,107,12.52%
高雄市,苓雅區,美田里,50,9.02%
高雄市,苓雅區,華堂里,165,9.57%
高雄市,苓雅區,日中里,90,8.51%
高雄市,苓雅區,普照里,227,12.65%
高雄市,苓雅區,和煦里,54,6.45%
高雄市,苓雅區,晴朗里,44,9.91%
高雄市,苓雅區,普天里,167,10.41%
高雄市,苓雅區,林富里,92,11.44%
高雄市,苓雅區,林圍里,71,7.65%
高雄市,苓雅區,林安里,79,11.88%
高雄市,苓雅區,光華里,18,6.32%
高雄市,苓雅區,林興里,34,5.89%
高雄市,苓雅區,林華里,91,8.06%
高雄市,苓雅區,林西里,89,11.65%
