縣市,鄉鎮市區,098宅數,098比率(%)
高雄市,全區,107928,11.17
高雄市,鹽埕區,1917,16.48
高雄市,鼓山區,6889,13.08
高雄市,左營區,7943,11.09
高雄市,楠梓區,7493,12.27
高雄市,三民區,12530,9.79
高雄市,新興區,4088,15.99
高雄市,前金區,2420,16.84
高雄市,苓雅區,8381,12.08
高雄市,前鎮區,7088,10.27
高雄市,旗津區,544,8.00
高雄市,小港區,4507,10.35
高雄市,鳳山區,10059,8.39
高雄市,林園區,2403,11.15
高雄市,大寮區,4477,11.79
高雄市,大樹區,1704,12.84
高雄市,大社區,1209,9.98
高雄市,仁武區,3157,11.98
高雄市,鳥松區,2537,15.42
高雄市,岡山區,3182,9.77
高雄市,橋頭區,1651,12.74
高雄市,燕巢區,865,9.93
高雄市,田寮區,328,18.00
高雄市,阿蓮區,615,7.19
高雄市,路竹區,1353,8.24
高雄市,湖內區,1424,13.01
高雄市,茄萣區,838,9.89
高雄市,永安區,284,9.09
高雄市,彌陀區,279,5.64
高雄市,梓官區,1110,9.73
高雄市,旗山區,2407,16.47
高雄市,美濃區,1438,10.85
高雄市,六龜區,846,16.77
高雄市,甲仙區,503,21.81
高雄市,杉林區,425,14.36
高雄市,內門區,527,11.73
高雄市,茂林區,43,10.06
高雄市,桃源區,314,29.82
高雄市,那瑪夏區,150,26.84
