縣市,鄉鎮市區,102宅數,102比率(%)
高雄市,全區,100428,10.03
高雄市,鹽埕區,1534,13.06
高雄市,鼓山區,6271,11.25
高雄市,左營區,6738,8.89
高雄市,楠梓區,7574,11.47
高雄市,三民區,11241,8.58
高雄市,新興區,3603,13.99
高雄市,前金區,2010,13.55
高雄市,苓雅區,7485,10.72
高雄市,前鎮區,6680,9.47
高雄市,旗津區,636,9.11
高雄市,小港區,4027,8.98
高雄市,鳳山區,11691,9.25
高雄市,林園區,2197,10.05
高雄市,大寮區,3545,9.19
高雄市,大樹區,1644,12.15
高雄市,大社區,1016,8.14
高雄市,仁武區,2700,9.53
高雄市,鳥松區,2108,12.40
高雄市,岡山區,2722,8.19
高雄市,橋頭區,1491,11.07
高雄市,燕巢區,813,9.08
高雄市,田寮區,364,19.36
高雄市,阿蓮區,624,7.14
高雄市,路竹區,1336,7.85
高雄市,湖內區,1297,11.41
高雄市,茄萣區,797,9.13
高雄市,永安區,265,8.33
高雄市,彌陀區,293,5.74
高雄市,梓官區,1065,9.23
高雄市,旗山區,2305,15.67
高雄市,美濃區,1495,10.98
高雄市,六龜區,889,17.19
高雄市,甲仙區,428,17.61
高雄市,杉林區,646,15.65
高雄市,內門區,573,12.64
高雄市,茂林區,43,9.54
高雄市,桃源區,181,17.12
高雄市,那瑪夏區,101,17.65
