縣市,鄉鎮市區,111H1宅數,111H1比率(%)
高雄市,全區,109180,9.92
高雄市,鹽埕區,1800,14.78
高雄市,鼓山區,6759,11.01
高雄市,左營區,8425,10.01
高雄市,楠梓區,7795,9.58
高雄市,三民區,13283,9.51
高雄市,新興區,4040,14.88
高雄市,前金區,2807,16.55
高雄市,苓雅區,8154,11.13
高雄市,前鎮區,6604,8.75
高雄市,旗津區,742,10.48
高雄市,小港區,4015,7.95
高雄市,鳳山區,10320,7.43
高雄市,林園區,2232,9.50
高雄市,大寮區,3419,8.24
高雄市,大樹區,1447,10.13
高雄市,大社區,998,7.46
高雄市,仁武區,2883,7.96
高雄市,鳥松區,2501,13.16
高雄市,岡山區,2986,8.42
高雄市,橋頭區,2405,13.05
高雄市,燕巢區,805,8.11
高雄市,田寮區,348,17.45
高雄市,阿蓮區,740,7.97
高雄市,路竹區,1749,9.54
高雄市,湖內區,1411,11.51
高雄市,茄萣區,741,7.89
高雄市,永安區,453,13.78
高雄市,彌陀區,497,9.03
高雄市,梓官區,1142,9.37
高雄市,旗山區,2411,15.92
高雄市,美濃區,1704,11.92
高雄市,六龜區,1133,20.97
高雄市,甲仙區,531,21.82
高雄市,杉林區,755,17.80
高雄市,內門區,710,15.17
高雄市,茂林區,59,12.06
高雄市,桃源區,180,16.00
高雄市,那瑪夏區,196,27.82
