縣市,鄉鎮市區,105宅數,105比率(%)
高雄市,全區,102854,9.94
高雄市,鹽埕區,1545,13.11
高雄市,鼓山區,7128,12.01
高雄市,左營區,7195,9.11
高雄市,楠梓區,8094,11.27
高雄市,三民區,11707,8.74
高雄市,新興區,3513,13.51
高雄市,前金區,2044,13.58
高雄市,苓雅區,7176,10.23
高雄市,前鎮區,6382,8.90
高雄市,旗津區,615,8.75
高雄市,小港區,4611,9.67
高雄市,鳳山區,10989,8.39
高雄市,林園區,2210,9.95
高雄市,大寮區,3439,8.71
高雄市,大樹區,1562,11.36
高雄市,大社區,953,7.47
高雄市,仁武區,3298,10.87
高雄市,鳥松區,2291,12.99
高雄市,岡山區,2744,8.11
高雄市,橋頭區,1752,12.34
高雄市,燕巢區,807,8.76
高雄市,田寮區,391,20.44
高雄市,阿蓮區,615,6.91
高雄市,路竹區,1420,8.07
高雄市,湖內區,1185,10.02
高雄市,茄萣區,791,8.84
高雄市,永安區,288,8.91
高雄市,彌陀區,293,5.58
高雄市,梓官區,1033,8.82
高雄市,旗山區,2231,15.03
高雄市,美濃區,1461,10.57
高雄市,六龜區,913,17.43
高雄市,甲仙區,484,19.76
高雄市,杉林區,647,15.48
高雄市,內門區,575,12.48
高雄市,茂林區,41,8.88
高雄市,桃源區,193,17.62
高雄市,那瑪夏區,238,35.73
