縣市,鄉鎮市區,110H2宅數,110H2比率(%)
高雄市,全區,101393,9.27
高雄市,鹽埕區,1884,15.45
高雄市,鼓山區,5747,9.35
高雄市,左營區,6382,7.71
高雄市,楠梓區,6558,8.25
高雄市,三民區,12280,8.82
高雄市,新興區,3872,14.34
高雄市,前金區,2862,17.08
高雄市,苓雅區,8611,11.78
高雄市,前鎮區,7255,9.63
高雄市,旗津區,725,10.24
高雄市,小港區,3547,7.04
高雄市,鳳山區,9357,6.78
高雄市,林園區,1993,8.59
高雄市,大寮區,3163,7.65
高雄市,大樹區,1416,9.96
高雄市,大社區,826,6.19
高雄市,仁武區,2828,7.87
高雄市,鳥松區,2194,11.58
高雄市,岡山區,2566,7.30
高雄市,橋頭區,2614,14.56
高雄市,燕巢區,792,8.05
高雄市,田寮區,334,16.76
高雄市,阿蓮區,689,7.46
高雄市,路竹區,1537,8.40
高雄市,湖內區,1314,10.76
高雄市,茄萣區,737,7.86
高雄市,永安區,414,12.60
高雄市,彌陀區,446,8.13
高雄市,梓官區,1192,9.81
高雄市,旗山區,2313,15.29
高雄市,美濃區,1576,11.05
高雄市,六龜區,1080,20.07
高雄市,甲仙區,494,20.23
高雄市,杉林區,661,15.59
高雄市,內門區,716,15.31
高雄市,茂林區,44,9.03
高雄市,桃源區,178,15.83
高雄市,那瑪夏區,196,27.76
