縣市,鄉鎮市區,104宅數,104比率(%)
高雄市,全區,103009,10.07
高雄市,鹽埕區,1562,13.23
高雄市,鼓山區,7370,12.74
高雄市,左營區,7342,9.37
高雄市,楠梓區,8179,11.73
高雄市,三民區,11265,8.49
高雄市,新興區,3556,13.81
高雄市,前金區,2179,14.62
高雄市,苓雅區,7377,10.52
高雄市,前鎮區,6460,9.03
高雄市,旗津區,611,8.72
高雄市,小港區,4410,9.49
高雄市,鳳山區,10778,8.32
高雄市,林園區,2208,9.99
高雄市,大寮區,3518,8.98
高雄市,大樹區,1639,12.02
高雄市,大社區,956,7.55
高雄市,仁武區,3290,11.09
高雄市,鳥松區,2287,13.08
高雄市,岡山區,2739,8.14
高雄市,橋頭區,1596,11.53
高雄市,燕巢區,812,8.90
高雄市,田寮區,379,19.96
高雄市,阿蓮區,639,7.22
高雄市,路竹區,1377,7.91
高雄市,湖內區,1223,10.48
高雄市,茄萣區,781,8.78
高雄市,永安區,272,8.46
高雄市,彌陀區,284,5.47
高雄市,梓官區,1009,8.66
高雄市,旗山區,2281,15.41
高雄市,美濃區,1466,10.65
高雄市,六龜區,903,17.32
高雄市,甲仙區,519,21.30
高雄市,杉林區,698,16.81
高雄市,內門區,569,12.45
高雄市,茂林區,40,8.75
高雄市,桃源區,213,19.65
高雄市,那瑪夏區,222,34.72
