縣市,鄉鎮市區,103宅數,103比率(%)
高雄市,全區,100855,9.97
高雄市,鹽埕區,1635,13.94
高雄市,鼓山區,6657,11.70
高雄市,左營區,7113,9.23
高雄市,楠梓區,7813,11.60
高雄市,三民區,11217,8.50
高雄市,新興區,3554,13.85
高雄市,前金區,2028,13.71
高雄市,苓雅區,7532,10.76
高雄市,前鎮區,6709,9.46
高雄市,旗津區,613,8.77
高雄市,小港區,4081,8.98
高雄市,鳳山區,10889,8.51
高雄市,林園區,2222,10.13
高雄市,大寮區,3621,9.32
高雄市,大樹區,1571,11.56
高雄市,大社區,951,7.56
高雄市,仁武區,2775,9.58
高雄市,鳥松區,2113,12.24
高雄市,岡山區,2834,8.46
高雄市,橋頭區,1592,11.61
高雄市,燕巢區,815,8.98
高雄市,田寮區,367,19.44
高雄市,阿蓮區,591,6.73
高雄市,路竹區,1313,7.62
高雄市,湖內區,1224,10.65
高雄市,茄萣區,767,8.75
高雄市,永安區,253,7.90
高雄市,彌陀區,274,5.33
高雄市,梓官區,1031,8.87
高雄市,旗山區,2244,15.23
高雄市,美濃區,1495,10.93
高雄市,六龜區,872,16.86
高雄市,甲仙區,471,19.40
高雄市,杉林區,680,16.43
高雄市,內門區,566,12.45
高雄市,茂林區,42,9.37
高雄市,桃源區,205,19.07
高雄市,那瑪夏區,125,21.06
