縣市,鄉鎮市區,111H2宅數,111H2比率(%)
高雄市,全區,101966,9.21
高雄市,鹽埕區,1826,15.19
高雄市,鼓山區,5509,8.97
高雄市,左營區,7631,9.02
高雄市,楠梓區,7113,8.71
高雄市,三民區,11984,8.51
高雄市,新興區,3733,13.77
高雄市,前金區,2425,14.32
高雄市,苓雅區,8243,11.18
高雄市,前鎮區,7041,9.25
高雄市,旗津區,746,10.53
高雄市,小港區,3579,7.07
高雄市,鳳山區,9418,6.76
高雄市,林園區,2134,9.02
高雄市,大寮區,3276,7.84
高雄市,大樹區,1468,10.23
高雄市,大社區,876,6.48
高雄市,仁武區,2527,6.81
高雄市,鳥松區,2130,11.13
高雄市,岡山區,2709,7.62
高雄市,橋頭區,2667,14.35
高雄市,燕巢區,798,7.99
高雄市,田寮區,357,17.78
高雄市,阿蓮區,726,7.79
高雄市,路竹區,1529,8.33
高雄市,湖內區,1307,10.55
高雄市,茄萣區,733,7.77
高雄市,永安區,414,12.55
高雄市,彌陀區,482,8.75
高雄市,梓官區,1289,10.41
高雄市,旗山區,2352,15.51
高雄市,美濃區,1600,11.16
高雄市,六龜區,1051,19.43
高雄市,甲仙區,498,20.40
高雄市,杉林區,686,16.05
高雄市,內門區,704,15.06
高雄市,茂林區,49,9.89
高雄市,桃源區,174,15.37
高雄市,那瑪夏區,182,25.70
