縣市,鄉鎮市區,101宅數,101比率(%)
臺中市,全區,95347,10.02
臺中市,中區,2394,24.97
臺中市,東區,3243,11.83
臺中市,南區,5482,10.18
臺中市,西區,6176,11.56
臺中市,北區,8521,12.16
臺中市,西屯區,11055,11.05
臺中市,南屯區,5483,9.23
臺中市,北屯區,9386,9.90
臺中市,豐原區,4144,8.29
臺中市,東勢區,1629,11.49
臺中市,大甲區,1900,8.69
臺中市,清水區,2492,10.25
臺中市,沙鹿區,3181,10.98
臺中市,梧棲區,1587,9.66
臺中市,后里區,1294,8.87
臺中市,神岡區,1324,7.34
臺中市,潭子區,2459,7.12
臺中市,大雅區,1881,6.93
臺中市,新社區,815,11.52
臺中市,石岡區,343,9.15
臺中市,外埔區,776,8.72
臺中市,大安區,482,8.81
臺中市,烏日區,1901,9.08
臺中市,大肚區,1881,10.38
臺中市,龍井區,2379,10.15
臺中市,霧峰區,1870,9.01
臺中市,太平區,5118,8.92
臺中市,大里區,5692,8.80
臺中市,和平區,459,18.69
