縣市,鄉鎮市區,村里,107年宅數,107年比例
臺中市,中區,繼光里,162,20.34%
臺中市,中區,大墩里,221,19.42%
臺中市,中區,綠川里,229,22.86%
臺中市,中區,公園里,194,22.80%
臺中市,中區,光復里,271,23.96%
臺中市,中區,柳川里,404,25.20%
臺中市,中區,大誠里,339,18.86%
臺中市,中區,中華里,245,16.61%
臺中市,東區,新庄里,309,18.75%
臺中市,東區,振興里,220,14.73%
臺中市,東區,東橋里,136,8.45%
臺中市,東區,東興里,192,14.46%
臺中市,東區,干城里,139,11.42%
臺中市,東區,泉源里,225,22.84%
臺中市,東區,旱溪里,103,11.38%
臺中市,東區,樂成里,112,13.02%
臺中市,東區,東門里,216,8.28%
臺中市,東區,十甲里,212,10.46%
臺中市,東區,東南里,248,14.15%
臺中市,東區,東勢里,147,12.20%
臺中市,東區,合作里,151,7.89%
臺中市,東區,富台里,92,9.85%
臺中市,東區,富仁里,229,10.68%
臺中市,東區,東信里,292,8.04%
臺中市,東區,東英里,277,9.03%
臺中市,南區,城隍里,196,10.40%
臺中市,南區,國光里,295,13.37%
臺中市,南區,南門里,274,12.00%
臺中市,南區,德義里,212,9.92%
臺中市,南區,積善里,152,9.06%
臺中市,南區,江川里,126,8.04%
臺中市,南區,新榮里,379,11.47%
臺中市,南區,福興里,198,10.57%
臺中市,南區,福平里,210,8.21%
臺中市,南區,和平里,241,8.77%
臺中市,南區,永興里,263,6.28%
臺中市,南區,樹義里,518,9.20%
臺中市,南區,樹德里,423,9.16%
臺中市,南區,西川里,131,6.39%
臺中市,南區,長春里,161,15.54%
臺中市,南區,長榮里,177,13.28%
臺中市,南區,福順里,318,10.19%
臺中市,南區,平和里,121,7.85%
臺中市,南區,南和里,237,7.28%
臺中市,南區,永和里,186,7.67%
臺中市,南區,工學里,207,6.08%
臺中市,南區,崇倫里,190,6.67%
臺中市,西區,民生里,155,19.00%
臺中市,西區,利民里,105,15.65%
臺中市,西區,三民里,93,12.63%
臺中市,西區,東昇里,125,10.88%
臺中市,西區,廣民里,84,13.12%
臺中市,西區,平和里,168,11.17%
臺中市,西區,公民里,291,11.33%
臺中市,西區,藍興里,212,10.87%
臺中市,西區,公?里,560,14.51%
臺中市,西區,和龍里,166,11.17%
臺中市,西區,民龍里,375,13.92%
臺中市,西區,後龍里,351,14.43%
臺中市,西區,安龍里,239,12.57%
臺中市,西區,吉龍里,315,8.98%
臺中市,西區,昇平里,383,11.68%
臺中市,西區,忠明里,465,11.00%
臺中市,西區,公正里,198,6.52%
臺中市,西區,土庫里,286,9.31%
臺中市,西區,忠誠里,308,10.47%
臺中市,西區,公益里,101,7.23%
臺中市,西區,中興里,137,7.42%
臺中市,西區,公平里,281,8.90%
臺中市,西區,公德里,195,8.41%
臺中市,西區,?龍里,117,8.57%
臺中市,西區,大忠里,205,8.91%
臺中市,北區,光大里,243,15.96%
臺中市,北區,文莊里,137,8.07%
臺中市,北區,五常里,68,9.15%
臺中市,北區,新興里,98,12.08%
臺中市,北區,新北里,206,12.97%
臺中市,北區,樂英里,128,10.49%
臺中市,北區,錦村里,161,10.41%
臺中市,北區,建成里,274,9.46%
臺中市,北區,錦洲里,198,11.21%
臺中市,北區,金華里,248,15.62%
臺中市,北區,金龍里,425,15.04%
臺中市,北區,邱厝里,184,11.88%
臺中市,北區,建興里,295,8.99%
臺中市,北區,頂厝里,270,10.32%
臺中市,北區,賴厝里,250,10.23%
臺中市,北區,賴村里,365,10.18%
臺中市,北區,育德里,298,11.71%
臺中市,北區,淡溝里,345,11.22%
臺中市,北區,中達里,121,8.66%
臺中市,北區,錦祥里,362,14.53%
臺中市,北區,健行里,363,10.47%
臺中市,北區,明德里,211,7.89%
臺中市,北區,長青里,219,7.52%
臺中市,北區,賴明里,283,12.12%
臺中市,北區,賴興里,179,9.04%
臺中市,北區,中正里,155,22.46%
臺中市,北區,六合里,213,18.43%
臺中市,北區,大湖里,211,15.33%
臺中市,北區,錦平里,193,13.19%
臺中市,北區,建德里,168,11.16%
臺中市,北區,崇德里,175,9.78%
臺中市,北區,賴旺里,253,10.24%
臺中市,北區,明新里,161,9.38%
臺中市,北區,立人里,185,10.09%
臺中市,北區,梅川里,103,6.95%
臺中市,北區,賴福里,223,11.45%
臺中市,西屯區,西安里,212,7.84%
臺中市,西屯區,西墩里,585,16.63%
臺中市,西屯區,潮洋里,584,18.20%
臺中市,西屯區,龍潭里,22,8.84%
臺中市,西屯區,惠來里,1680,17.33%
臺中市,西屯區,上石里,324,7.83%
臺中市,西屯區,逢甲里,486,11.69%
臺中市,西屯區,鵬程里,73,5.76%
臺中市,西屯區,何安里,367,10.97%
臺中市,西屯區,何厝里,270,13.59%
臺中市,西屯區,大河里,108,7.32%
臺中市,西屯區,大石里,54,5.26%
臺中市,西屯區,大福里,115,7.24%
臺中市,西屯區,大鵬里,210,8.99%
臺中市,西屯區,港尾里,256,12.14%
臺中市,西屯區,廣福里,28,4.84%
臺中市,西屯區,林厝里,204,13.07%
臺中市,西屯區,永安里,666,9.38%
臺中市,西屯區,福安里,174,11.61%
臺中市,西屯區,協和里,221,11.64%
臺中市,西屯區,何仁里,347,10.93%
臺中市,西屯區,何德里,121,6.19%
臺中市,西屯區,何源里,241,8.06%
臺中市,西屯區,西平里,1157,17.57%
臺中市,西屯區,何南里,158,7.22%
臺中市,西屯區,至善里,336,10.73%
臺中市,西屯區,上安里,326,9.62%
臺中市,西屯區,上德里,131,6.39%
臺中市,西屯區,逢福里,271,8.58%
臺中市,西屯區,何明里,139,7.85%
臺中市,西屯區,何成里,333,8.75%
臺中市,西屯區,何福里,156,7.38%
臺中市,西屯區,福和里,142,8.01%
臺中市,西屯區,福中里,113,7.97%
臺中市,西屯區,福恩里,331,11.42%
臺中市,西屯區,福聯里,396,15.10%
臺中市,西屯區,福瑞里,127,7.94%
臺中市,西屯區,福林里,300,7.32%
臺中市,西屯區,福雅里,249,7.77%
臺中市,南屯區,南屯里,219,5.43%
臺中市,南屯區,豐樂里,742,14.12%
臺中市,南屯區,楓樹里,277,10.93%
臺中市,南屯區,中和里,78,5.28%
臺中市,南屯區,春社里,332,11.51%
臺中市,南屯區,春安里,65,15.36%
臺中市,南屯區,文山里,633,11.52%
臺中市,南屯區,新生里,806,49.23%
臺中市,南屯區,永定里,228,9.37%
臺中市,南屯區,三厝里,208,6.58%
臺中市,南屯區,溝墘里,284,11.07%
臺中市,南屯區,田心里,253,8.91%
臺中市,南屯區,黎明里,131,7.81%
臺中市,南屯區,鎮平里,17,5.00%
臺中市,南屯區,大同里,194,8.04%
臺中市,南屯區,文心里,163,7.57%
臺中市,南屯區,同心里,250,9.12%
臺中市,南屯區,向心里,253,11.59%
臺中市,南屯區,大誠里,210,8.71%
臺中市,南屯區,大興里,139,7.56%
臺中市,南屯區,大業里,221,6.90%
臺中市,南屯區,惠中里,336,8.80%
臺中市,南屯區,寶山里,293,11.26%
臺中市,南屯區,三和里,290,7.23%
臺中市,南屯區,三義里,248,7.64%
臺中市,北屯區,北興里,226,13.83%
臺中市,北屯區,北屯里,172,10.13%
臺中市,北屯區,三光里,278,8.19%
臺中市,北屯區,平田里,302,10.76%
臺中市,北屯區,平和里,290,10.10%
臺中市,北屯區,東光里,231,10.46%
臺中市,北屯區,舊社里,272,10.39%
臺中市,北屯區,水景里,509,8.73%
臺中市,北屯區,軍功里,652,12.83%
臺中市,北屯區,和平里,746,14.56%
臺中市,北屯區,東山里,96,11.72%
臺中市,北屯區,民政里,55,13.36%
臺中市,北屯區,?子里,1229,17.21%
臺中市,北屯區,大坑里,105,13.05%
臺中市,北屯區,民德里,65,16.30%
臺中市,北屯區,松竹里,225,5.76%
臺中市,北屯區,仁和里,317,9.95%
臺中市,北屯區,仁美里,341,8.96%
臺中市,北屯區,四民里,45,8.02%
臺中市,北屯區,后庄里,363,8.20%
臺中市,北屯區,同榮里,147,6.96%
臺中市,北屯區,仁愛里,28,6.25%
臺中市,北屯區,水湳里,332,10.11%
臺中市,北屯區,陳平里,168,7.90%
臺中市,北屯區,新平里,223,10.52%
臺中市,北屯區,平安里,369,12.60%
臺中市,北屯區,平順里,139,8.70%
臺中市,北屯區,平德里,384,10.66%
臺中市,北屯區,松安里,147,6.97%
臺中市,北屯區,松茂里,164,7.37%
臺中市,北屯區,大德里,179,8.35%
臺中市,北屯區,松強里,360,10.88%
臺中市,北屯區,松勇里,145,7.14%
臺中市,北屯區,北京里,199,12.70%
臺中市,北屯區,平心里,267,9.58%
臺中市,北屯區,平福里,126,6.86%
臺中市,北屯區,松和里,181,6.82%
臺中市,北屯區,平陽里,167,7.49%
臺中市,北屯區,平興里,308,9.31%
臺中市,北屯區,平昌里,366,13.39%
臺中市,北屯區,三和里,212,8.01%
臺中市,北屯區,忠平里,119,7.16%
臺中市,豐原區,豐原里,172,13.97%
臺中市,豐原區,頂街里,87,13.15%
臺中市,豐原區,中山里,40,8.57%
臺中市,豐原區,豐榮里,74,10.92%
臺中市,豐原區,下街里,31,9.85%
臺中市,豐原區,富春里,23,8.16%
臺中市,豐原區,葫蘆里,11,4.35%
臺中市,豐原區,豐西里,97,12.23%
臺中市,豐原區,西安里,150,8.48%
臺中市,豐原區,西勢里,57,6.46%
臺中市,豐原區,東勢里,89,13.20%
臺中市,豐原區,民生里,58,11.72%
臺中市,豐原區,大湳里,114,10.39%
臺中市,豐原區,北湳里,85,7.22%
臺中市,豐原區,東湳里,102,8.11%
臺中市,豐原區,西湳里,211,6.82%
臺中市,豐原區,圳寮里,48,10.19%
臺中市,豐原區,豐圳里,118,8.77%
臺中市,豐原區,社皮里,341,8.50%
臺中市,豐原區,三村里,145,6.56%
臺中市,豐原區,中興里,141,11.26%
臺中市,豐原區,田心里,217,9.16%
臺中市,豐原區,豐田里,240,6.87%
臺中市,豐原區,鎌村里,109,6.81%
臺中市,豐原區,南陽里,377,8.92%
臺中市,豐原區,陽明里,86,8.13%
臺中市,豐原區,北陽里,270,5.99%
臺中市,豐原區,中陽里,163,9.38%
臺中市,豐原區,東陽里,35,6.86%
臺中市,豐原區,南村里,225,10.31%
臺中市,豐原區,南田里,70,6.58%
臺中市,豐原區,南嵩里,93,7.91%
臺中市,豐原區,翁明里,68,7.97%
臺中市,豐原區,翁子里,92,8.84%
臺中市,豐原區,翁社里,43,6.05%
臺中市,豐原區,朴子里,81,7.77%
臺中市,東勢區,北興里,60,11.85%
臺中市,東勢區,中寧里,32,9.29%
臺中市,東勢區,東安里,45,11.35%
臺中市,東勢區,南平里,86,12.99%
臺中市,東勢區,延平里,89,10.51%
臺中市,東勢區,上新里,33,10.99%
臺中市,東勢區,廣興里,55,10.59%
臺中市,東勢區,泰昌里,121,9.00%
臺中市,東勢區,中嵙里,72,11.11%
臺中市,東勢區,福隆里,159,11.75%
臺中市,東勢區,隆興里,76,15.16%
臺中市,東勢區,新盛里,156,9.47%
臺中市,東勢區,詒福里,40,8.18%
臺中市,東勢區,上城里,34,10.93%
臺中市,東勢區,下城里,38,14.22%
臺中市,東勢區,慶東里,37,7.09%
臺中市,東勢區,慶福里,61,17.86%
臺中市,東勢區,東新里,80,10.78%
臺中市,東勢區,粵寧里,82,11.38%
臺中市,東勢區,下新里,50,11.07%
臺中市,東勢區,興隆里,41,13.93%
臺中市,東勢區,茂興里,97,15.08%
臺中市,東勢區,泰興里,31,13.79%
臺中市,東勢區,埤頭里,19,10.98%
臺中市,東勢區,明正里,69,17.52%
臺中市,大甲區,朝陽里,48,8.62%
臺中市,大甲區,大甲里,46,9.49%
臺中市,大甲區,順天里,52,7.87%
臺中市,大甲區,孔門里,31,12.56%
臺中市,大甲區,平安里,58,7.61%
臺中市,大甲區,庄美里,46,5.72%
臺中市,大甲區,新美里,97,7.58%
臺中市,大甲區,岷山里,62,9.06%
臺中市,大甲區,中山里,164,8.79%
臺中市,大甲區,南陽里,56,14.53%
臺中市,大甲區,薰風里,39,9.67%
臺中市,大甲區,義和里,71,6.82%
臺中市,大甲區,武陵里,23,7.03%
臺中市,大甲區,文曲里,17,5.74%
臺中市,大甲區,武曲里,32,6.36%
臺中市,大甲區,文武里,156,7.85%
臺中市,大甲區,奉化里,76,9.20%
臺中市,大甲區,德化里,60,10.60%
臺中市,大甲區,江南里,43,10.31%
臺中市,大甲區,頂店里,150,9.43%
臺中市,大甲區,太白里,29,9.16%
臺中市,大甲區,孟春里,111,7.85%
臺中市,大甲區,幸福里,57,8.26%
臺中市,大甲區,日南里,179,8.81%
臺中市,大甲區,龍泉里,48,10.16%
臺中市,大甲區,西岐里,40,8.40%
臺中市,大甲區,銅安里,33,8.95%
臺中市,大甲區,福德里,34,11.98%
臺中市,大甲區,建興里,30,9.54%
臺中市,清水區,鰲峰里,42,10.71%
臺中市,清水區,靈泉里,61,14.99%
臺中市,清水區,清水里,88,10.08%
臺中市,清水區,文昌里,42,12.59%
臺中市,清水區,南寧里,139,16.27%
臺中市,清水區,西寧里,64,10.85%
臺中市,清水區,北寧里,32,12.02%
臺中市,清水區,中興里,11,6.87%
臺中市,清水區,西社里,62,7.24%
臺中市,清水區,南社里,335,8.85%
臺中市,清水區,裕嘉里,49,10.27%
臺中市,清水區,臨江里,58,12.32%
臺中市,清水區,秀水里,140,9.40%
臺中市,清水區,武鹿里,84,7.40%
臺中市,清水區,海濱里,99,14.45%
臺中市,清水區,?榔里,821,26.39%
臺中市,清水區,中社里,113,8.93%
臺中市,清水區,高西里,44,12.07%
臺中市,清水區,高南里,33,9.42%
臺中市,清水區,高東里,41,12.31%
臺中市,清水區,高北里,22,7.62%
臺中市,清水區,高美里,34,10.17%
臺中市,清水區,國姓里,58,9.27%
臺中市,清水區,菁埔里,70,11.23%
臺中市,清水區,頂湳里,53,12.02%
臺中市,清水區,田寮里,59,7.80%
臺中市,清水區,橋頭里,252,9.19%
臺中市,清水區,下湳里,86,10.48%
臺中市,清水區,東山里,26,8.19%
臺中市,清水區,楊厝里,26,9.13%
臺中市,清水區,海風里,31,7.98%
臺中市,清水區,吳厝里,68,13.19%
臺中市,沙鹿區,居仁里,67,11.78%
臺中市,沙鹿區,洛泉里,53,6.97%
臺中市,沙鹿區,沙鹿里,28,7.62%
臺中市,沙鹿區,美仁里,18,12.96%
臺中市,沙鹿區,興仁里,78,7.96%
臺中市,沙鹿區,斗抵里,110,6.98%
臺中市,沙鹿區,鹿峰里,269,12.36%
臺中市,沙鹿區,鹿寮里,336,11.19%
臺中市,沙鹿區,竹林里,301,9.08%
臺中市,沙鹿區,犁分里,60,16.03%
臺中市,沙鹿區,北勢里,152,7.29%
臺中市,沙鹿區,福興里,151,10.07%
臺中市,沙鹿區,晉江里,87,8.63%
臺中市,沙鹿區,六路里,258,10.27%
臺中市,沙鹿區,南勢里,104,7.76%
臺中市,沙鹿區,埔子里,256,9.93%
臺中市,沙鹿區,公明里,174,10.02%
臺中市,沙鹿區,清泉里,78,9.83%
臺中市,沙鹿區,西勢里,44,6.81%
臺中市,沙鹿區,興安里,113,8.65%
臺中市,沙鹿區,三鹿里,411,11.08%
臺中市,梧棲區,頂寮里,571,24.83%
臺中市,梧棲區,下寮里,89,11.30%
臺中市,梧棲區,中正里,137,9.70%
臺中市,梧棲區,中和里,33,15.20%
臺中市,梧棲區,文化里,53,10.29%
臺中市,梧棲區,安仁里,57,16.35%
臺中市,梧棲區,草湳里,214,10.13%
臺中市,梧棲區,南簡里,175,8.98%
臺中市,梧棲區,福德里,167,9.74%
臺中市,梧棲區,大庄里,245,8.77%
臺中市,梧棲區,大村里,154,7.37%
臺中市,梧棲區,興農里,63,8.98%
臺中市,梧棲區,永寧里,56,9.05%
臺中市,梧棲區,永安里,47,7.14%
臺中市,后里區,廣福里,117,16.20%
臺中市,后里區,仁里里,32,12.33%
臺中市,后里區,義里里,121,10.00%
臺中市,后里區,后里里,134,9.40%
臺中市,后里區,厚里里,48,6.65%
臺中市,后里區,墩東里,135,7.66%
臺中市,后里區,墩西里,62,9.33%
臺中市,后里區,墩南里,83,7.38%
臺中市,后里區,墩北里,118,9.01%
臺中市,后里區,中和里,72,9.31%
臺中市,后里區,舊社里,30,6.91%
臺中市,后里區,聯合里,35,8.27%
臺中市,后里區,太平里,34,6.44%
臺中市,后里區,眉山里,77,6.96%
臺中市,后里區,泰安里,55,13.21%
臺中市,后里區,公館里,54,9.48%
臺中市,后里區,月眉里,52,9.47%
臺中市,后里區,義德里,56,5.98%
臺中市,神岡區,神岡里,68,6.28%
臺中市,神岡區,庄前里,107,13.76%
臺中市,神岡區,北庄里,74,8.25%
臺中市,神岡區,庄後里,61,9.36%
臺中市,神岡區,社口里,263,10.24%
臺中市,神岡區,社南里,99,5.74%
臺中市,神岡區,三角里,34,4.03%
臺中市,神岡區,岸裡里,75,7.24%
臺中市,神岡區,大社里,182,9.49%
臺中市,神岡區,豐洲里,144,5.87%
臺中市,神岡區,神洲里,49,6.90%
臺中市,神岡區,溪洲里,55,6.81%
臺中市,神岡區,圳前里,54,7.49%
臺中市,神岡區,新庄里,104,7.21%
臺中市,神岡區,圳堵里,75,10.00%
臺中市,神岡區,山皮里,22,7.28%
臺中市,潭子區,潭陽里,258,5.89%
臺中市,潭子區,潭秀里,50,9.32%
臺中市,潭子區,潭北里,95,10.00%
臺中市,潭子區,福仁里,385,8.91%
臺中市,潭子區,頭家里,168,7.61%
臺中市,潭子區,甘蔗里,256,6.55%
臺中市,潭子區,東寶里,268,6.05%
臺中市,潭子區,大富里,39,4.21%
臺中市,潭子區,大豐里,133,5.66%
臺中市,潭子區,栗林里,152,8.72%
臺中市,潭子區,嘉仁里,89,7.21%
臺中市,潭子區,新田里,40,8.14%
臺中市,潭子區,聚興里,150,10.71%
臺中市,潭子區,頭家東里,162,8.83%
臺中市,潭子區,家興里,199,6.08%
臺中市,潭子區,家福里,177,9.30%
臺中市,大雅區,大雅里,113,6.16%
臺中市,大雅區,員林里,170,5.43%
臺中市,大雅區,六寶里,197,8.35%
臺中市,大雅區,秀山里,85,8.49%
臺中市,大雅區,忠義里,178,10.79%
臺中市,大雅區,橫山里,44,3.32%
臺中市,大雅區,三和里,113,6.13%
臺中市,大雅區,西寶里,77,4.91%
臺中市,大雅區,上楓里,164,7.41%
臺中市,大雅區,二和里,136,5.76%
臺中市,大雅區,四德里,147,8.82%
