縣市,鄉鎮市區,102宅數,102比率(%)
臺中市,全區,93679,9.79
臺中市,中區,2260,23.34
臺中市,東區,3455,12.44
臺中市,南區,5202,9.63
臺中市,西區,5950,11.07
臺中市,北區,8539,12.17
臺中市,西屯區,10659,10.59
臺中市,南屯區,4918,8.24
臺中市,北屯區,9741,10.19
臺中市,豐原區,3990,7.97
臺中市,東勢區,1562,10.98
臺中市,大甲區,1797,8.21
臺中市,清水區,2467,10.02
臺中市,沙鹿區,3041,10.36
臺中市,梧棲區,1571,9.55
臺中市,后里區,1307,8.92
臺中市,神岡區,1255,6.94
臺中市,潭子區,2380,6.88
臺中市,大雅區,1788,6.56
臺中市,新社區,816,11.52
臺中市,石岡區,327,8.66
臺中市,外埔區,862,9.60
臺中市,大安區,467,8.51
臺中市,烏日區,1831,8.75
臺中市,大肚區,1837,10.13
臺中市,龍井區,2385,10.07
臺中市,霧峰區,1885,9.08
臺中市,太平區,5481,9.45
臺中市,大里區,5389,8.32
臺中市,和平區,517,21.03
