縣市,鄉鎮市區,村里,105年宅數,105年比例
臺中市,中區,繼光里,143,18.14%
臺中市,中區,大墩里,236,20.97%
臺中市,中區,綠川里,229,23.01%
臺中市,中區,公園里,188,22.22%
臺中市,中區,光復里,237,21.09%
臺中市,中區,柳川里,369,23.09%
臺中市,中區,大誠里,348,19.19%
臺中市,中區,中華里,255,17.22%
臺中市,東區,新庄里,305,18.46%
臺中市,東區,振興里,221,14.86%
臺中市,東區,東橋里,134,9.14%
臺中市,東區,東興里,165,12.53%
臺中市,東區,干城里,144,11.67%
臺中市,東區,泉源里,175,20.07%
臺中市,東區,旱溪里,100,11.14%
臺中市,東區,樂成里,99,12.33%
臺中市,東區,東門里,393,15.76%
臺中市,東區,十甲里,191,10.05%
臺中市,東區,東南里,247,14.05%
臺中市,東區,東勢里,162,13.45%
臺中市,東區,合作里,156,8.17%
臺中市,東區,富台里,112,11.97%
臺中市,東區,富仁里,221,10.49%
臺中市,東區,東信里,292,8.06%
臺中市,東區,東英里,362,11.80%
臺中市,南區,城隍里,190,10.06%
臺中市,南區,國光里,267,12.10%
臺中市,南區,南門里,262,11.50%
臺中市,南區,德義里,199,9.63%
臺中市,南區,積善里,151,9.36%
臺中市,南區,江川里,128,8.20%
臺中市,南區,新榮里,338,10.23%
臺中市,南區,福興里,176,9.45%
臺中市,南區,福平里,240,9.43%
臺中市,南區,和平里,223,8.11%
臺中市,南區,永興里,228,5.56%
臺中市,南區,樹義里,534,9.83%
臺中市,南區,樹德里,413,9.30%
臺中市,南區,西川里,134,6.53%
臺中市,南區,長春里,163,15.84%
臺中市,南區,長榮里,169,12.71%
臺中市,南區,福順里,303,10.21%
臺中市,南區,平和里,122,7.89%
臺中市,南區,南和里,184,5.90%
臺中市,南區,永和里,190,7.85%
臺中市,南區,工學里,241,7.09%
臺中市,南區,崇倫里,204,7.33%
臺中市,西區,民生里,122,14.99%
臺中市,西區,利民里,90,13.31%
臺中市,西區,三民里,103,13.76%
臺中市,西區,東昇里,107,9.36%
