縣市,鄉鎮市區,村里,105年宅數,105年比例
新竹市,東區,南門里,127,22.03%
新竹市,東區,福德里,81,10.12%
新竹市,東區,南市里,66,13.49%
新竹市,東區,關帝里,39,13.64%
新竹市,東區,東門里,26,10.04%
新竹市,東區,榮光里,7,6.45%
新竹市,東區,成功里,53,15.03%
新竹市,東區,下竹里,60,13.97%
新竹市,東區,竹蓮里,31,9.48%
新竹市,東區,寺前里,36,11.23%
新竹市,東區,育賢里,40,10.57%
新竹市,東區,中正里,25,10.61%
新竹市,東區,公園里,174,10.37%
新竹市,東區,頂竹里,135,10.15%
新竹市,東區,南大里,56,8.90%
新竹市,東區,振興里,234,8.12%
新竹市,東區,親仁里,67,7.74%
新竹市,東區,文華里,170,7.87%
新竹市,東區,復中里,152,7.37%
新竹市,東區,三民里,252,10.04%
新竹市,東區,東園里,381,13.32%
新竹市,東區,東勢里,38,3.87%
新竹市,東區,光復里,242,19.57%
新竹市,東區,豐功里,151,6.45%
新竹市,東區,武功里,102,4.85%
新竹市,東區,綠水里,218,7.43%
新竹市,東區,東山里,133,9.72%
新竹市,東區,光鎮里,85,6.20%
新竹市,東區,新興里,143,10.09%
新竹市,東區,柴橋里,306,12.40%
新竹市,東區,高峰里,186,7.55%
新竹市,東區,仙宮里,51,6.47%
新竹市,東區,光明里,205,10.46%
新竹市,東區,立功里,68,12.87%
新竹市,東區,軍功里,139,8.42%
新竹市,東區,建功里,140,8.33%
新竹市,東區,前溪里,40,5.37%
新竹市,東區,水源里,91,8.94%
新竹市,東區,千甲里,39,6.53%
新竹市,東區,埔頂里,1095,34.22%
新竹市,東區,龍山里,1546,29.68%
新竹市,東區,新莊里,195,6.86%
新竹市,東區,仙水里,184,7.77%
新竹市,東區,金山里,246,7.15%
新竹市,東區,關東里,262,10.91%
新竹市,東區,科園里,178,6.80%
新竹市,東區,建華里,76,7.87%
新竹市,東區,新光里,107,7.69%
新竹市,東區,復興里,210,9.27%
新竹市,東區,錦華里,128,11.14%
新竹市,東區,湖濱里,122,8.86%
新竹市,東區,明湖里,231,8.53%
新竹市,東區,關新里,452,16.69%
新竹市,北區,西門里,35,12.61%
新竹市,北區,仁德里,75,16.02%
新竹市,北區,潛園里,59,15.46%
新竹市,北區,中央里,45,20.99%
新竹市,北區,崇禮里,46,9.18%
新竹市,北區,石坊里,37,11.66%
新竹市,北區,興南里,68,8.87%
新竹市,北區,北門里,63,13.09%
新竹市,北區,中興里,58,17.47%
新竹市,北區,大同里,48,12.10%
新竹市,北區,中山里,223,43.56%
新竹市,北區,長和里,75,10.81%
新竹市,北區,新民里,90,11.46%
新竹市,北區,民富里,232,11.23%
新竹市,北區,水田里,291,16.72%
新竹市,北區,文雅里,280,14.39%
新竹市,北區,光田里,93,9.69%
新竹市,北區,士林里,44,7.89%
新竹市,北區,福林里,87,5.48%
新竹市,北區,古賢里,13,5.17%
新竹市,北區,湳雅里,51,4.40%
新竹市,北區,舊社里,181,7.44%
新竹市,北區,武陵里,130,6.16%
新竹市,北區,南寮里,341,13.63%
新竹市,北區,舊港里,28,15.63%
新竹市,北區,康樂里,313,24.75%
新竹市,北區,港北里,94,14.65%
新竹市,北區,中寮里,111,7.36%
新竹市,北區,海濱里,196,12.17%
新竹市,北區,客雅里,49,7.96%
新竹市,北區,育英里,245,12.93%
新竹市,北區,曲溪里,154,7.79%
新竹市,北區,西雅里,114,8.33%
新竹市,北區,南勢里,110,7.08%
新竹市,北區,大鵬里,0,0.00%
新竹市,北區,境福里,168,8.06%
新竹市,北區,磐石里,175,7.98%
新竹市,北區,新雅里,102,6.81%
新竹市,北區,光華里,115,7.35%
新竹市,北區,金華里,195,8.11%
新竹市,北區,金竹里,143,5.65%
新竹市,北區,湳中里,198,5.51%
新竹市,北區,金雅里,50,6.90%
新竹市,北區,台溪里,221,15.46%
新竹市,北區,中雅里,591,31.62%
新竹市,香山區,港南里,80,9.11%
新竹市,香山區,虎山里,95,5.44%
新竹市,香山區,虎林里,42,5.49%
新竹市,香山區,浸水里,84,10.18%
新竹市,香山區,樹下里,31,4.93%
新竹市,香山區,埔前里,67,5.26%
新竹市,香山區,中埔里,57,5.06%
新竹市,香山區,牛埔里,237,10.02%
新竹市,香山區,頂埔里,214,6.92%
新竹市,香山區,東香里,239,10.73%
新竹市,香山區,香村里,222,15.04%
新竹市,香山區,香山里,127,7.03%
新竹市,香山區,大庄里,87,7.63%
新竹市,香山區,美山里,18,4.91%
新竹市,香山區,朝山里,62,7.86%
新竹市,香山區,海山里,83,8.93%
新竹市,香山區,茄苳里,198,17.28%
新竹市,香山區,大湖里,26,8.82%
新竹市,香山區,南隘里,27,8.76%
新竹市,香山區,中隘里,93,10.67%
新竹市,香山區,內湖里,147,8.79%
新竹市,香山區,鹽水里,36,7.25%
新竹市,香山區,南港里,19,7.65%
新竹市,香山區,頂福里,152,8.58%
